Site;Annee;nom_protocole;groupe_taxonomique;espece;effectifs
MECHO;2018;Transect arthropode Session 1;Coleoptera;Calathus melanocephalus;1
PULMA;2018;Transect arthropode Session 1;Coleoptera;Calathus melanocephalus;1
WWF;2018;Plaques;Coleoptera;Calathus melanocephalus;1
AMROU;2018;Plaques;Coleoptera;Calathus melanocephalus;1
PULMA;2018;Plaques;Coleoptera;Calathus melanocephalus;1
KELLER;2019;Transect arthropodes P1;Coléoptères;Calathus melanocephalus;1
SEINE;2019;Transect arthropodes P1;Coléoptères;Calathus melanocephalus;1
KELLER;2019;Transect arthropodes P2;Coléoptères;Calathus melanocephalus;1
ALBAR;2019;Transect arthropodes P2;Coléoptères;Calathus cinctus;1
OLSER;2017;Transect arthropode Session 1;Coleoptera;Bruchus;1
FRANK;2018;Transect arthropode Session 1;Coleoptera;Bruchus;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Coléoptères;Bruchus;1
OLSER;2019;Transect arthropodes P1;Coléoptères;Bruchus;1
SEINE;2019;Transect arthropodes P1;Coléoptères;Bruchus;1
PROMA;2018;Transect arthropode Session 1;Coleoptera;Bruchidius siliquastri;1
CHAVIN;2019;Transect arthropodes P1;Hétéroptères;Brachyplax tenuis;1
OLSER;2018;Transect arthropode Session 1;Hymenoptera;Brachymeria;1
BOUTOU;2018;Transect arthropode Session 1;Diplopoda;Brachydesmus;1
CIROB;2019;Transect arthropodes P2;Hyménoptères;Bombus terrestris ;1
MECHO;2017;Transect arthropode Session 1;Hymenoptera;Bombus terrestris;1
EIDER;2017;Hors protocole;Hymenoptera;Bombus pascuorum;1
ROROL;2017;Transect arthropode Session 1;Hymenoptera;Bombus pascuorum;1
GTMBA;2017;Transect arthropode Session 1;Hymenoptera;Bombus pascuorum;1
CIMOD;2017;Transect arthropode Session 2;Hymenoptera;Bombus pascuorum;1
CIROB;2018;Transect arthropode Session 2;Hymenoptera;Bombus pascuorum;1
MECHO;2018;Plaques;Hymenoptera;Bombus pascuorum;1
LUAUB;2017;Transect arthropode Session 1;Hymenoptera;Bombus lapidarius;1
PAREX;2017;Transect arthropode Session 1;Hymenoptera;Bombus lapidarius;1
PERIS;2017;Transect arthropode Session 1;Hymenoptera;Bombus lapidarius;1
FRANK;2017;Transect arthropode Session 1;Hymenoptera;Bombus lapidarius;1
CIMOD;2018;Transect arthropode Session 1;Hymenoptera;Bombus lapidarius;1
MECHO;2017;Transect arthropode Session 2;Hymenoptera;Bombus;1
AMROU;2018;Transect arthropode Session 1;Blattoptera;Blattella germanica;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Heteroptera;Berytinus hirticornis;1
CHAVIN;2018;Transect arthropode Session 1;Heteroptera;Berytinus;1
BOUTOU;2019;Transect arthropodes P2;Hétéroptères;Berytinus;1
FAUTEM;2017;Transect arthropode Session 2;Heteroptera;Beosus maritimus;1
FAUTEM;2017;Plaques;Heteroptera;Beosus maritimus;1
AMROU;2018;Transect arthropode Session 1;Heteroptera;Beosus maritimus;1
WWF;2018;Plaques;Heteroptera;Beosus maritimus;1
OLSER;2019;Transect arthropodes P1;Hétéroptères;Beosus maritimus;1
ROROL;2018;Transect arthropode Session 2;Coleoptera;Bembidion;1
SEINE;2019;Transect arthropodes P2;Coléoptères;Bembidion;1
FRANK;2017;Transect arthropode Session 2;Arachnida;Ballus chalybeius;1
GUER;2019;Transect arthropodes P1;Coléoptères;Axinotarsus marginalis;1
SEINE;2018;Transect arthropode Session 2;Lepidoptera;Autographa gamma;1
KELLER;2019;Transect arthropodes P1;Coléoptères;Athous ;1
EIDER;2017;Transect arthropode Session 1;Hymenoptera;Athalia;1
GOOPL;2018;Transect arthropode Session 2;Arachnida;Asagena phalerata;1
CHAVIN;2017;Plaques;Isopoda;Armadillidium vulgare;1
CHAVIN;2017;Transect arthropode Session 2;Isopoda;Armadillidium vulgare;1
GOOPL;2017;Transect arthropode Session 1;Isopoda;Armadillidium nasatum;1
CHAVIN;2017;Transect arthropode Session 1;Isopoda;Armadillidium nasatum;1
EIDER;2017;Plaques;Isopoda;Armadillidium nasatum;1
GOOPL;2017;Transect arthropode Session 2;Isopoda;Armadillidium nasatum;1
GOOPL;2017;Transect arthropode Session 2;Isopoda;Armadillidium nasatum;1
SIBUET;2017;Transect arthropode Session 2;Isopoda;Armadillidium nasatum;1
GTMBA;2017;Transect arthropode Session 2;Isopoda;Armadillidium nasatum;1
GTMBA;2018;Transect arthropode Session 1;Isopoda;Armadillidium nasatum;1
ECOBIO_BOIS;2018;Transect arthropode Session 1;Isopoda;Armadillidium nasatum;1
WWF;2018;Transect arthropode Session 1;Isopoda;Armadillidium nasatum;1
SIBUET;2018;Transect arthropode Session 1;Isopoda;Armadillidium nasatum;1
CIROB;2018;Transect arthropode Session 1;Isopoda;Armadillidium nasatum;1
PULMA;2018;Transect arthropode Session 1;Isopoda;Armadillidium nasatum;1
GRENEL;2018;Transect arthropode Session 1;Isopoda;Armadillidium nasatum;1
ECOBIO_PRAIRIE;2018;Plaques;Isopoda;Armadillidium nasatum;1
EIDER;2018;Transect arthropode Session 2;Isopoda;Armadillidium nasatum;1
FAUTEM;2018;Transect arthropode Session 2;Isopoda;Armadillidium nasatum;1
FAUTEM;2018;Plaques;Isopoda;Armadillidium nasatum;1
GOOPL;2018;Transect arthropode Session 2;Isopoda;Armadillidium nasatum;1
GTMBA;2018;Transect arthropode Session 2;Isopoda;Armadillidium nasatum;1
GTMBA;2018;Plaques;Isopoda;Armadillidium nasatum;1
WWF;2018;Plaques;Isopoda;Armadillidium nasatum;1
AMROU;2018;Transect arthropode Session 2;Isopoda;Armadillidium nasatum;1
AMROU;2018;Plaques;Isopoda;Armadillidium nasatum;1
PULMA;2018;Transect arthropode Session 2;Isopoda;Armadillidium nasatum;1
CIROB;2018;Transect arthropode Session 2;Isopoda;Armadillidium nasatum;1
GRENEL;2018;Transect arthropode Session 2;Isopoda;Armadillidium nasatum;1
ALBAR;2019;Transect arthropodes P1;Isopodes;Armadillidium nasatum;1
CIROB;2019;Transect arthropodes P1;Crustacé;Armadillidium nasatum;1
FAUTEM;2019;Transect arthropodes P2;Isopodes;Armadillidium nasatum;1
GOOPL;2019;Transect arthropodes P2;Isopodes;Armadillidium nasatum;1
GOOPL;2018;Transect arthropode Session 1;Isopoda;Armadillidium depressum;1
FAUTEM;2019;Transect arthropodes P2;Isopodes;Armadillidium depressum;1
GOOPL;2018;Transect arthropode Session 2;Lepidoptera;Aricia agestis;1
FRANK;2017;Transect arthropode Session 1;Arachnida;Argiope bruennichi;1
CIROB;2017;Transect arthropode Session 2;Arachnida;Argiope bruennichi;1
SIBUET;2018;Transect arthropode Session 1;Arachnida;Argiope bruennichi;1
CIROB;2019;Transect arthropodes P2;Araneae;Argiope;1
FRANK ;2019;Transect arthropodes P2;Araneae;Argiope;1
OLSER;2017;Transect arthropode Session 1;Hymenoptera;Arge;1
MOZIN_AVEC_GESTION;2019;Transect arthropodes P2;Hétéroptères;Arenocoris waltli;1
MOZIN_AVEC_GESTION;2019;Transect arthropodes P1;Hétéroptères;Arenocoris falleni;1
GOOPL;2017;Transect arthropode Session 1;Arachnida;Araniella cucurbitina;1
ALBAR;2017;Transect arthropode Session 1;Arachnida;Araneus diadematus;1
ANTHEU;2017;Transect arthropode Session 1;Arachnida;Araneus diadematus;1
PROMA;2017;Transect arthropode Session 2;Arachnida;Araneus diadematus;1
GOOPL;2017;Transect arthropode Session 2;Arachnida;Araneus diadematus;1
GOOPL;2018;Transect arthropode Session 2;Arachnida;Araneus diadematus;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Arachnida;Araneus diadematus;1
EIDER;2019;Transect arthropodes P1;Araneae;Araneus diadematus;1
ECOBIO_PRAIRIE;2019;Transect arthropodes P2;Araneae;Araneus diadematus;1
EIDER;2019;Transect arthropodes P2;Araneae;Araneus diadematus;1
FRANK;2017;Transect arthropode Session 2;Arachnida;Araneus;1
GOOPL;2017;Transect arthropode Session 2;Arachnida;Araneus;1
FAUTEM;2017;Transect arthropode Session 2;Heteroptera;Apolygus;1
CIMOD;2018;Transect arthropode Session 1;Hymenoptera;Apis mellifera;1
MUENT;2018;Transect arthropode Session 1;Hymenoptera;Apis mellifera;1
RUWAT;2018;Transect arthropode Session 1;Hymenoptera;Apis mellifera;1
GRENEL;2018;Transect arthropode Session 1;Hymenoptera;Apis mellifera;1
RUWAT;2018;Transect arthropode Session 2;Hymenoptera;Apis mellifera;1
OLSER;2019;Transect arthropodes P2;Hyménoptères;Apis mellifera;1
PAREX;2019;Transect arthropodes P2;Hyménoptères;Apis mellifera;1
CHAVIN;2017;Transect arthropode Session 1;Homoptera;Aphrophora;1
KELLER;2019;Transect arthropodes P1;Homoptères;Aphrophora;1
BOUTOU;2018;Transect arthropode Session 1;Homoptera;Aphrodes makarovi;1
CIROB;2018;Transect arthropode Session 1;Homoptera;Aphrodes makarovi;1
CIROB;2018;Transect arthropode Session 2;Homoptera;Aphrodes carinatus;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Homoptères;Aphrodes ;1
OLSER;2019;Transect arthropodes P1;Homoptères;Aphrodes ;1
WWF;2019;Transect arthropodes P1;Homoptères;Aphrodes ;1
MECHO;2017;Transect arthropode Session 1;Homoptera;Aphrodes;1
GTMBA;2017;Transect arthropode Session 1;Homoptera;Aphrodes;1
GOOPL;2018;Transect arthropode Session 1;Homoptera;Aphrodes;1
MECHO;2019;Transect arthropodes P1;Homoptères;Aphis;1
GTMBA;2019;Transect arthropodes P1;Coléoptères;Anthrenus verbasci ;1
CD93;2018;Transect arthropode Session 1;Coleoptera;Anthrenus;1
GTMBA;2019;Transect arthropodes P1;Coléoptères;Anthrenus;1
GOOPL;2018;Transect arthropode Session 2;Diptera;Anthrax;1
MECHO;2019;Transect arthropodes P1;Coléoptères;Anthracus;1
FAUTEM;2018;Transect arthropode Session 2;Heteroptera;Anthocoris;1
ECOBIO_BOIS;2019;Transect arthropodes P2;Hétéroptères;Anthocoris;1
GOOPL;2017;Transect arthropode Session 1;Lepidoptera;Anthocharis cardamines;1
CHAVIN;2017;Plaques;Heteroptera;Anoplocerus elevatus;1
CHAVIN;2017;Transect arthropode Session 2;Heteroptera;Anoplocerus elevatus;1
MOZIN_SANS_GESTION;2017;Plaques;Heteroptera;Anoplocerus elevatus;1
PAREX;2019;Transect arthropodes P1;Araneae;Anelosimus vittatus;1
GOOPL;2017;Transect arthropode Session 1;Hymenoptera;Andrena niveata;1
PERIS;2017;Transect arthropode Session 1;Hymenoptera;Andrena minutula;1
BOUCHA;2017;Transect arthropode Session 1;Hymenoptera;Andrena minutula;1
MECHO;2017;Transect arthropode Session 1;Hymenoptera;Andrena minutula;1
CHAVIN;2017;Transect arthropode Session 2;Hymenoptera;Andrena floricola;1
WWF;2018;Transect arthropode Session 1;Odonata;Anax imperator;1
GOOPL;2018;Transect arthropode Session 2;Odonata;Anax imperator;1
CIMOD;2017;Transect arthropode Session 1;Homoptera;Anaceratagallia;1
EIDER;2017;Transect arthropode Session 1;Hymenoptera;Amblyteles armatorius;1
PULMA;2019;Transect arthropodes P2;Coléoptères;Amara familiaris;1
EIDER;2017;Transect arthropode Session 1;Coleoptera;Amara;1
MOZIN_SANS_GESTION;2017;Plaques;Coleoptera;Amara;1
CHAVIN;2018;Transect arthropode Session 1;Coleoptera;Amara;1
PAREX;2018;Transect arthropode Session 2;Coleoptera;Amara;1
CARON;2018;Transect arthropode Session 2;Coleoptera;Amara;1
SEINE;2018;Transect arthropode Session 2;Coleoptera;Amara;1
PULMA;2018;Transect arthropode Session 2;Coleoptera;Amara;1
FRANK;2018;Transect arthropode Session 2;Coleoptera;Amara;1
CARON;2019;Plaques;Coléoptères;Amara;1
OLSER;2017;Transect arthropode Session 1;Coleoptera;Altica;1
RUWAT;2017;Transect arthropode Session 1;Coleoptera;Altica;1
MUENT;2017;Transect arthropode Session 1;Coleoptera;Altica;1
FRANK;2017;Transect arthropode Session 1;Coleoptera;Altica;1
PAREX;2017;Transect arthropode Session 2;Coleoptera;Altica;1
ALBAR;2017;Transect arthropode Session 2;Coleoptera;Altica;1
CIMOD;2017;Transect arthropode Session 2;Coleoptera;Altica;1
FAUTEM;2018;Transect arthropode Session 1;Coleoptera;Altica;1
MUENT;2018;Transect arthropode Session 1;Coleoptera;Altica;1
ROROL;2018;Transect arthropode Session 2;Coleoptera;Altica;1
CARON;2019;Transect arthropodes P1;Coléoptères;Altica;1
FONTA;2019;Transect arthropodes P1;Coléoptères;Altica;1
GUER;2019;Transect arthropodes P1;Coléoptères;Altica;1
MECHO;2019;Transect arthropodes P1;Coléoptères;Altica;1
MOZIN_AVEC_GESTION;2019;Transect arthropodes P1;Coléoptères;Altica;1
MOZIN_AVEC_GESTION;2018;Transect arthropode Session 1;Hymenoptera;Alomya;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Homoptères;Allygus;1
MOZIN_SANS_GESTION;2017;Transect arthropode Session 1;Coleoptera;Alaocyba;1
ALBAR;2017;Transect arthropode Session 1;Arachnida;Agyneta rurestris;1
AMROU;2017;Transect arthropode Session 1;Arachnida;Agyneta rurestris;1
MUENT;2017;Transect arthropode Session 2;Arachnida;Agyneta rurestris;1
ANTHEU;2019;Transect arthropodes P1;Araneae;Agyneta rurestris;1
FAUTEM;2019;Transect arthropodes P1;Araneae;Agyneta rurestris;1
PROMA;2019;Transect arthropodes P2;Araneae;Agyneta rurestris;1
ROROL;2019;Transect arthropodes P2;Araneae;Agyneta rurestris;1
GTMBA;2017;Transect arthropode Session 1;Arachnida;Agyneta affinis;1
CHAVIN;2017;Transect arthropode Session 1;Arachnida;Agyneta affinis;1
LUAUB;2017;Transect arthropode Session 1;Arachnida;Agyneta;1
AMROU;2018;Transect arthropode Session 1;Arachnida;Agyneta;1
FONTA;2018;Transect arthropode Session 1;Arachnida;Agyneta;1
ALBAR;2019;Transect arthropodes P1;Araneae;Agyneta;1
CHAVIN;2019;Transect arthropodes P1;Araneae;Agyneta;1
SEINE;2019;Transect arthropodes P1;Araneae;Agyneta;1
CARON;2019;Transect arthropodes P2;Araneae;Agyneta;1
CD93;2019;Transect arthropodes P2;Araneae;Agyneta;1
GUER;2019;Transect arthropodes P2;Araneae;Agyneta;1
GTMBA;2018;Transect arthropode Session 1;Homoptera;Agallia consobrina;1
PAREX;2017;Transect arthropode Session 1;Homoptera;Agallia;1
ECOBIO_BOIS;2019;Transect arthropodes P2;Homoptères;Agallia;1
FONTA;2019;Transect arthropodes P2;Homoptères;Agallia;1
FRANK;2019;Transect arthropodes P2;Homoptères;Agallia;1
GTMBA WILD;2019;Transect arthropodes P2;Homoptères;Agallia;1
ECOBIO_PRAIRIE;2017;Transect arthropode Session 1;Heteroptera;Aelia acuminata;1
WWF;2017;Transect arthropode Session 1;Heteroptera;Aelia acuminata;1
BOUTOU;2017;Transect arthropode Session 1;Heteroptera;Aelia acuminata;1
FRANK;2017;Transect arthropode Session 1;Heteroptera;Aelia acuminata;1
FRANK;2017;Transect arthropode Session 2;Heteroptera;Aelia acuminata;1
CHAVIN;2017;Transect arthropode Session 2;Heteroptera;Aelia acuminata;1
MOZIN_SANS_GESTION;2017;Plaques;Heteroptera;Aelia acuminata;1
GOOPL;2017;Transect arthropode Session 2;Heteroptera;Aelia acuminata;1
ALBAR;2017;Transect arthropode Session 2;Heteroptera;Aelia acuminata;1
ROROL;2018;Transect arthropode Session 1;Heteroptera;Aelia acuminata;1
CARON;2018;Transect arthropode Session 1;Heteroptera;Aelia acuminata;1
FRANK;2018;Transect arthropode Session 1;Heteroptera;Aelia acuminata;1
GRENEL;2018;Transect arthropode Session 1;Heteroptera;Aelia acuminata;1
ECOBIO_PRAIRIE;2018;Transect arthropode Session 2;Heteroptera;Aelia acuminata;1
BOUTOU;2018;Transect arthropode Session 2;Heteroptera;Aelia acuminata;1
SEINE;2018;Transect arthropode Session 2;Heteroptera;Aelia acuminata;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Heteroptera;Aelia acuminata;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Hétéroptères;Aelia acuminata;1
GOOPL;2019;Transect arthropodes P2;Hétéroptères;Aelia acuminata;1
OLSER;2019;Transect arthropodes P2;Hétéroptères;Aelia acuminata;1
CIROB;2017;Transect arthropode Session 2;Heteroptera;Adelphocoris lineolatus;1
MOZIN_SANS_GESTION;2017;Transect arthropode Session 2;Heteroptera;Adelphocoris lineolatus;1
ALBAR;2017;Transect arthropode Session 2;Heteroptera;Adelphocoris lineolatus;1
ALBAR;2017;Transect arthropode Session 2;Heteroptera;Adelphocoris lineolatus;1
FAUTEM;2018;Transect arthropode Session 2;Coleoptera;Adalia bipunctata;1
EIDER;2018;Transect arthropode Session 1;Coleoptera;Acupalpus;1
BOUCHA;2018;Transect arthropode Session 1;Coleoptera;Acupalpus;1
ECOBIO_PRAIRIE;2018;Transect arthropode Session 1;Coleoptera;Acupalpus;1
SIBUET;2018;Transect arthropode Session 1;Coleoptera;Acupalpus;1
FRANK;2018;Transect arthropode Session 1;Coleoptera;Acupalpus;1
PAREX;2018;Transect arthropode Session 2;Coleoptera;Acupalpus;1
WWF;2019;Transect arthropodes P1;Hyménoptères;Acroricnus seductor ;1
EIDER;2018;Plaques;Heteroptera;Acompus;1
ALBAR;2017;Transect arthropode Session 1;Coleoptera;Acanthoscelides obtectus;1
MECHO;2018;Plaques;Heteroptera;Acalypta;1
KELLER;2019;Transect arthropodes P2;Hétéroptères;Acalypta;1
ALBAR;2019;Transect arthropodes P1;Coléoptères;NA;1
ALBAR;2019;Transect arthropodes P1;Araneae;NA;1
BOUCHA;2019;Transect arthropodes P1;Araneae;NA;1
BOUCHA;2019;Transect arthropodes P1;Mollusqua;NA;1
BOUTOU;2019;Transect arthropodes P1;Diptères;NA;1
BOUTOU;2019;Transect arthropodes P1;Lépidoptères;NA;1
BOUTOU;2019;Transect arthropodes P1;Coléoptères;NA;1
CARON;2019;Transect arthropodes P1;Homoptères;NA;1
CARON;2019;Transect arthropodes P1;Hétéroptères;NA;1
CD93;2019;Transect arthropodes P1;Hétéroptères;NA;1
CHAVIN;2019;Transect arthropodes P1;Hétéroptères;NA;1
EIDER;2019;Transect arthropodes P1;Mollusqua;NA;1
EIDER;2019;Transect arthropodes P1;Diptères;NA;1
FAUTEM;2019;Transect arthropodes P1;Diplopodes;NA;1
GOOPL;2019;Transect arthropodes P1;Hétéroptères;NA;1
GOOPL;2019;Transect arthropodes P1;Homoptères;NA;1
GRENEL;2019;Transect arthropodes P1;Diptères;NA;1
GRENEL;2019;Transect arthropodes P1;Hyménoptères;NA;1
GTMBA;2019;Transect arthropodes P1;Diptères;NA;1
GTMBA;2019;Transect arthropodes P1;Hyménoptères;NA;1
GTMBA;2019;Transect arthropodes P1;Coléoptères;NA;1
GTMBA WILD;2019;Transect arthropodes P1;Mollusqua;NA;1
GTMBA WILD;2019;Transect arthropodes P1;Homoptères;NA;1
KELLER;2019;Transect arthropodes P1;Diptères;NA;1
KELLER;2019;Transect arthropodes P1;Hyménoptères;NA;1
LUAUB;2019;Transect arthropodes P1;Diptères;NA;1
LUAUB;2019;Transect arthropodes P1;Homoptères;NA;1
MECHO;2019;Transect arthropodes P1;Homoptères;NA;1
MECHO;2019;Transect arthropodes P1;Psocoptère;NA;1
MOZIN_AVEC_GESTION;2019;Transect arthropodes P1;Diptères;NA;1
MOZIN_AVEC_GESTION;2019;Transect arthropodes P1;Araneae;NA;1
MOZIN_AVEC_GESTION;2019;Transect arthropodes P1;Araneae;NA;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Diptères;NA;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Homoptères;NA;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Diptères;NA;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Araneae;NA;1
OLSER;2019;Transect arthropodes P1;Coléoptères;NA;1
OLSER;2019;Transect arthropodes P1;Coléoptères;NA;1
PAREX;2019;Transect arthropodes P1;Collemboles;NA;1
PROMA;2019;Transect arthropodes P1;Homoptères;NA;1
PROMA;2019;Transect arthropodes P1;Arachnide;NA;1
PROMA;2019;Transect arthropodes P1;Collembole;NA;1
PULMA;2019;Transect arthropodes P1;Homoptères;NA;1
PULMA;2019;Transect arthropodes P1;Homoptères;NA;1
PULMA;2019;Transect arthropodes P1;Hyménoptères;NA;1
SEINE;2019;Transect arthropodes P1;Homoptères;NA;1
SIBUET;2019;Transect arthropodes P1;Araneae;NA;1
ANTHEU;2019;Transect arthropodes P2;Araneae;NA;1
BOUTOU;2019;Transect arthropodes P2;Diptères;NA;1
CARON;2019;Transect arthropodes P2;Homoptères;NA;1
CARON;2019;Transect arthropodes P2;Diptères;NA;1
CARON;2019;Transect arthropodes P2;Hyménoptères;NA;1
CD93;2019;Transect arthropodes P2;Diptères;NA;1
CD93;2019;Transect arthropodes P2;Hyménoptères;NA;1
ECOBIO_BOIS;2019;Transect arthropodes P2;Araneae;NA;1
FAUTEM;2019;Transect arthropodes P2;Araneae;NA;1
FONTA;2019;Transect arthropodes P2;Homoptères;NA;1
GOOPL;2019;Transect arthropodes P2;Hétéroptères;NA;1
GOOPL;2019;Transect arthropodes P2;Homoptères;NA;1
GOOPL;2019;Transect arthropodes P2;Coléoptères;NA;1
GTMBA;2019;Transect arthropodes P2;Hétéroptères;NA;1
GTMBA;2019;Transect arthropodes P2;Coléoptères;NA;1
GTMBA;2019;Transect arthropodes P2;Araneae;NA;1
GUER;2019;Transect arthropodes P2;Collemboles;NA;1
GUER;2019;Transect arthropodes P2;Homoptères;NA;1
LUAUB;2019;Transect arthropodes P2;Mollusqua;NA;1
MECHO;2019;Transect arthropodes P2;Homoptères;NA;1
MECHO;2019;Transect arthropodes P2;Homoptères;NA;1
MECHO;2019;Transect arthropodes P2;Diptères;NA;1
MOZIN_AVEC_GESTION;2019;Transect arthropodes P2;Hétéroptères;NA;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P2;Hyménoptères;NA;1
OLSER;2019;Transect arthropodes P2;Araneae;NA;1
PAREX;2019;Transect arthropodes P2;Araneae;NA;1
PERIS;2019;Transect arthropodes P2;Araneae;NA;1
PERIS;2019;Transect arthropodes P2;Homoptères;NA;1
PROMA;2019;Transect arthropodes P2;Homoptères;NA;1
PROMA;2019;Transect arthropodes P2;Hyménoptères;NA;1
PROMA;2019;Transect arthropodes P2;Hétéroptères;NA;1
PULMA;2019;Transect arthropodes P2;Hétéroptères;NA;1
PULMA;2019;Transect arthropodes P2;Mollusqua;NA;1
